pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1990 b,Kepler-1990,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,1.73513619,0.00000028,-0.00000028,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5940.00,134.47,-128.51,0,1.08,0.06,-0.04,0,1.08,0.17,-0.12,0,,,,,,4.40,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2018-09-25,2018-08-16,2018-09-25
Kepler-1990 b,Kepler-1990,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.73513619,0.00000028,-0.00000028,0,0.028600,,,0,3.270,0.540,-0.330,0,,,,,,,,,,,,,,0.000000,,,0,1372.87,628.45,-350.48,0,1554,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5751.00,103.00,-114.00,0,1.07,0.18,-0.11,0,1.03,0.07,-0.07,0,0.210,0.150,-0.150,0,[Fe/H],4.39,0.08,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1990 b,Kepler-1990,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,1.73513603,0.00000028,-0.00000028,0,0.028400,,,0,3.760,0.650,-0.530,0,,,,,,,,,,,,,,0.000000,,,0,1813.88,886.70,-582.75,0,1664,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5731.00,110.00,-120.00,0,1.23,0.21,-0.17,0,1.02,0.09,-0.07,0,0.160,0.120,-0.140,0,[Fe/H],4.26,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2014-11-18,2014-12-04,2014-11-18
Kepler-1990 c,Kepler-1990,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.06844201,0.00001345,-0.00001345,0,0.050200,,,0,1.100,0.190,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,580.55,283.79,-186.52,0,1252,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5731.00,110.00,-120.00,0,1.23,0.21,-0.17,0,1.02,0.09,-0.07,0,0.160,0.120,-0.140,0,[Fe/H],4.26,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2014-11-18,2014-12-04,2014-11-18
Kepler-1990 c,Kepler-1990,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.06844201,0.00001345,-0.00001345,0,0.050200,,,0,1.100,0.190,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,580.55,283.79,-186.52,0,1252,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5731.00,110.00,-120.00,0,1.23,0.21,-0.17,0,1.02,0.09,-0.07,0,0.160,0.120,-0.140,0,[Fe/H],4.26,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2014-11-21,2014-12-18,2014-11-21
Kepler-1990 c,Kepler-1990,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.06844957,0.00001212,-0.00001212,0,0.050400,,,0,0.980,0.170,-0.100,0,,,,,,,,,,,,,,0.000000,,,0,442.08,202.37,-112.86,0,1170,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5751.00,103.00,-114.00,0,1.07,0.18,-0.11,0,1.03,0.07,-0.07,0,0.210,0.150,-0.150,0,[Fe/H],4.39,0.08,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1990 c,Kepler-1990,0,1,2,Transit,2023,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,4.06842995,,,0,,,,,1.187,,,0,0.106,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5751.00,103.00,-114.00,0,1.07,0.18,-0.11,0,1.03,0.07,-0.07,0,0.210,0.150,-0.150,0,[Fe/H],4.39,0.08,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2023-05-16,2023-05,2023-05-16
Kepler-1990 c,Kepler-1990,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4.06854500,0.00005500,-0.00005500,0,0.052000,,,0,1.090,0.090,-0.090,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,1173,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5838.00,50.00,-50.00,0,1.08,0.08,-0.08,0,1.11,0.03,-0.03,0,,,,0,,4.42,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2013-10-28,2014-01-08,2013-10-28
Kepler-1990 c,Kepler-1990,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4.06844201,0.00001345,-0.00001345,0,0.050200,,,0,1.100,0.190,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,580.55,283.79,-186.52,0,1252,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5731.00,110.00,-120.00,0,1.23,0.21,-0.17,0,1.02,0.09,-0.07,0,0.160,0.120,-0.140,0,[Fe/H],4.26,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2015-08-25,2015-09-24,2015-08-25
Kepler-1990 c,Kepler-1990,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.06844957,0.00001212,-0.00001212,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5940.00,134.47,-128.51,0,1.08,0.06,-0.04,0,1.08,0.17,-0.12,0,,,,,,4.40,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,392.7390000,4.2400000,-4.1520000,11.9460000,0.0520000,-0.0520000,11.0550000,0.0390000,-0.0390000,12.5829000,0.0001680,-0.0001680,2018-09-25,2018-08-16,2018-09-25
Kepler-1991 b,Kepler-1991,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,13.26079792,0.00009795,-0.00009795,0,0.106500,,,0,1.470,0.200,-0.210,0,,,,,,,,,,,,,,0.000000,,,0,78.79,29.80,-23.55,0,760,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5478.00,82.00,-74.00,0,1.05,0.15,-0.15,0,0.91,0.06,-0.04,0,0.160,0.150,-0.150,0,[Fe/H],4.35,0.13,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1991 b,Kepler-1991,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,13.26084292,0.00009851,-0.00009851,0,0.108000,,,0,1.260,0.430,-0.100,0,,,,,,,,,,,,,,0.000000,,,0,56.70,57.31,-12.85,0,700,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5632.00,155.00,-145.00,0,0.86,0.29,-0.06,0,0.95,0.07,-0.10,0,-0.020,0.230,-0.260,0,[Fe/H],4.55,0.03,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2015-08-25,2015-09-24,2015-08-25
Kepler-1991 b,Kepler-1991,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,13.26084292,0.00009851,-0.00009851,0,0.108000,,,0,1.260,0.430,-0.100,0,,,,,,,,,,,,,,0.000000,,,0,56.70,57.31,-12.85,0,700,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5632.00,155.00,-145.00,0,0.86,0.29,-0.06,0,0.95,0.07,-0.10,0,-0.020,0.230,-0.260,0,[Fe/H],4.55,0.03,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2014-11-21,2014-12-18,2014-11-21
Kepler-1991 b,Kepler-1991,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,13.26107000,0.00027000,-0.00027000,0,0.107000,,,0,1.230,0.380,-0.380,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,683,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5603.00,83.00,-83.00,0,0.82,0.24,-0.24,0,0.92,0.04,-0.04,0,,,,0,,4.58,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2013-10-28,2014-01-08,2013-10-28
Kepler-1991 b,Kepler-1991,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,13.26079792,0.00009795,-0.00009795,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5477.00,122.00,-122.00,0,0.98,,,0,0.96,,,0,,,,,,4.44,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2018-09-25,2018-08-16,2018-09-25
Kepler-1991 b,Kepler-1991,0,1,2,Transit,2023,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,13.26080036,,,0,,,,,1.846,,,0,0.165,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5478.00,82.00,-74.00,0,1.05,0.15,-0.15,0,0.91,0.06,-0.04,0,0.160,0.150,-0.150,0,[Fe/H],4.35,0.13,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2023-05-16,2023-05,2023-05-16
Kepler-1991 b,Kepler-1991,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,13.26084292,0.00009851,-0.00009851,0,0.108000,,,0,1.260,0.430,-0.100,0,,,,,,,,,,,,,,0.000000,,,0,56.70,57.31,-12.85,0,700,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5632.00,155.00,-145.00,0,0.86,0.29,-0.06,0,0.95,0.07,-0.10,0,-0.020,0.230,-0.260,0,[Fe/H],4.55,0.03,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2014-11-18,2014-12-04,2014-11-18
Kepler-1991 c,Kepler-1991,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,22.79021423,0.00006249,-0.00006249,0,0.154900,,,0,2.180,0.750,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,27.56,27.86,-6.24,0,584,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5632.00,155.00,-145.00,0,0.86,0.29,-0.06,0,0.95,0.07,-0.10,0,-0.020,0.230,-0.260,0,[Fe/H],4.55,0.03,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,855.8200000,14.3650000,-13.9060000,15.0480000,0.1600000,-0.1600000,13.0670000,0.0340000,-0.0340000,14.7212000,0.0003240,-0.0003240,2014-11-18,2014-12-04,2014-11-18
